name,img,points
茄子汆面【北京胡同的夏天】,https://i2.chuimg.com/41736f536caf40338b2b538a9b45b114_1080w_864h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
可能是全网首发•墨子酥•寻味老北京•住在上海念北京（七）[素食],https://i2.chuimg.com/4f07cb6a5cec42d28878a0fda2474229_865w_1280h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
（家庭版）北京烤鸭,https://i2.chuimg.com/a05b6b261e814ca8a8bdcac9c03be145_4032w_3024h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
承载北京80后回忆的美食——“懒龙”,https://i2.chuimg.com/f6dd535f5628490a98fcd668f181e03f_3270w_3270h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
西瓜露,https://i2.chuimg.com/6cecc7e5b6be40de968b7b724c2c0fcd_3414w_2560h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
老北京鸡肉卷,https://i2.chuimg.com/b059fffe9230442187a84ecc4b54a376_1280w_1280h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
老北京炸酱,https://i2.chuimg.com/2d7b3056c3c243f99e645ce555ec576b_3414w_2560h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
北京小拌菜,https://i2.chuimg.com/2c2b9cb176f147f8b56b65230bdb353b_1280w_1280h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
北京小拌菜,https://i2.chuimg.com/f995d67f8a4243fbaaa418795dbf1807_1280w_1280h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
老北京打卤面,https://i2.chuimg.com/55b49db82faa4197b2bb71c63769f0eb_4032w_3024h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
北京打卤面（肉版）,https://i2.chuimg.com/20cb1de122e54ee980f87b30a0f25dea_1280w_933h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
北京红菜汤,https://i2.chuimg.com/09d28027bb65474c87aca88de791bc55_1080w_1080h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
北京Style的清炖羊汤，真心很好喝😋,https://i2.chuimg.com/d3904b4aef96463da47b96949b3b7e23_1228w_1228h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
北京烤鸭＋饼皮＋甜面酱,https://i2.chuimg.com/5d7b1f4bab984aa6bccd1115b1730fcf_864w_1152h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
正宗「老北京炸酱面」,https://i2.chuimg.com/5f9216ef22c643e29a86d7a05fcb2d0d_1224w_1632h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
令人垂涎欲滴的老北京炸酱面,https://i2.chuimg.com/669c6825fc7d4e9799df6bc121cc3834_1500w_1124h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
北京烤鸭/懒人版硬菜,https://i2.chuimg.com/9f17d0fa4c1e493bbedbca50b910705e_1280w_989h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
老北京炸酱面的灵魂伴侣（正宗老北京炸酱）,https://i2.chuimg.com/d6860eea72c040698809ec740f94ea9b_684w_912h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
【北京美食】擀一碗北京手擀面,https://i2.chuimg.com/b8efdd04e5a745a18c857e3ff71a20b1_620w_465h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
老北京打卤面（黄花木耳卤）,https://i2.chuimg.com/1b6918b017d94c38891291a6fde3047a_1176w_1176h.jpg?imageView2/1/w/215/h/136/interlace/1/q/75,0
