flight_company,plane,start_time,end_time,total_time,From,To,food,cost,tp
南方航空CZ3211,波音737-800(中),20:15,22:55,2h40m,白云机场T2,咸阳机场T3,有小食,¥2030,全价经济舱
南方航空CZ3217,波音737-800(中),21:15,23:50,2h35m,白云机场T2,咸阳机场T3,有小食,¥2030,全价经济舱
东方航空MU2304,空客A320(中),23:00,01:30,2h30m,白云机场T1,咸阳机场T3,无餐食,¥1843,4.4折公务舱
